Store Name,Street Number,Street Name,Addl Address,City,State,Zip,County Name
Lena's Fresh Farmers Market,121,Main Ave E,,Rolla,ND,58367,ROLETTE
Lenexa Farmers Market,17201,W 87th St,,Lenexa,KS,66219,JOHNSON
Lenoir County Farmers' Market,100,N Herritage St,,Kinston,NC,28501,LENOIR
Lenox Ave Farmers Market,,Lenox Ave,,New York,NY,10037,NEW YORK
Leroy James Farmers' Market,4560,County Home Rd,,Greenville,NC,27858,PITT
Let's Grow Akron Community Farm Market,462,Harvey Ave,,Akron,OH,44314,SUMMIT
Letcher County Farmers Market,360,Main St,,Whitesburg,KY,41858,LETCHER
Lewis County Farmers Markets,100,East Pine Street,Pine Street Plaza,Centralia,WA,98531,LEWIS
Lewisburg Farmers Market,600,Fairground Rd,,Lewisburg,PA,17837,UNION
Lewisburg Farmers' Market,,Corner of Arbuckle and Jefferson and,947 Maplewood Ave,Lewisburg,WV,24901,GREENBRIER
Lewiston Area Farmers Market,170,S Fremont St,,Lewiston,MN,55952,WINONA
Lewiston Farmers Market,2,Oxford St,,Lewiston,ME,04240,ANDROSCOGGIN
Lexington Community Markets,300,E Third St,,Lexington,KY,40508,FAYETTE
Lexington Farmers Market,251,Waltham St,,Lexington,MA,02421,MIDDLESEX
LEXINGTON FARMERS MARKET BROADWAY & MAXWELL,399,S Broadway,,Lexington,KY,40508,FAYETTE
LEXINGTON FARMERS MARKET CHEAPSIDE PARK,215,W Main St,,Lexington,KY,40507,FAYETTE
LEXINGTON FARMERS MARKET SOUTHLAND DR,398,Southland Dr,,Lexington,KY,40503,FAYETTE
"Lexington Farmers Market, Inc.",129,S Railroad St,,Lexington,NC,27292,DAVIDSON
Liberty Farmers' Market,119,N Main St,,Liberty,NY,12754,SULLIVAN
Liberty Lake Farmers Market,1421,N. Meadowwood Ln,,Liberty Lake,WA,99019,SPOKANE
Liberty Park Market,680 East,1040 South,,Salt Lake City,UT,84105,SALT LAKE
Liberty St. Urban Farmers Market,1551,N Liberty St,,Winston Salem,NC,27105,FORSYTH
Lightfoot Farm Market,7422,Ward Rd,,Millington,TN,38053,SHELBY
Lilburn Farmers Market,1400,Killian Hill Rd SW,,Lilburn,GA,30047,GWINNETT
LINCOLN CITY FARMERS & CRAFTERS INC,540,NW Highway 101,,Lincoln City,OR,97365,LINCOLN
Lincoln County Small Farmers Association,169,SW Coast Hwy,,Newport,OR,97365,LINCOLN
Lincoln Heights Certified Farmers Market,lot,N. Broadway,,Lincoln Heights,CA,90031,LOS ANGELES
Lincoln Park Farmers Market,,SW Corner of Fort St & Southfield Rd,,Lincoln Park,MI,48146,WAYNE
Lincoln Park Farmers Market,3002,W 3rd St,,Duluth,MN,55806,ST LOUIS
Lincoln Square Farmers Market,2309,W Leland,Parking Lot At N Lincoln & W Leland,Chicago,IL,60625,COOK
Linden Farmers Market,2830,Cleveland Ave,,Columbus,OH,43224,FRANKLIN
Lindon's Sunset Farmers Market,200,N State St,,Lindon,UT,84042,UTAH
Linton Farmers Market,1351,A,,Linton,IN,47441,GREENE
Litchfield Farmers Market,,Minnesota Highway 12,East 4th Street,Litchfield,MN,55355,MEEKER
Little Canada Farmers Market,2920,Rice St,,Little Canada,MN,55113,RAMSEY
Little Dog Bark,5212,Cannonsburg Rd Ne,,Belmont,MI,49306,KENT
Little Falls Farmers' Market Inc.,505,W Broadway,,Little Falls,MN,56345,MORRISON
Little Italy Farmers Market,331,W 18th St,,Erie,PA,16502,ERIE
Little Italy Farmers' Market/sd Weekly Markets,550,W Date St,,San Diego,CA,92101,SAN DIEGO
Little River Cooperative,771,Nw 24th St,,Miami,FL,33127,MIAMI DADE
Little Rock Farmers Market,400,President Clinton Ave,Ste 200,Little Rock,AR,72201,PULASKI
Littleton Farmers Market,77,Riverglen Ln,,Littleton,NH,03561,GRAFTON
Live Oak Farmers Market,,15th and Eastcliff,,Santa Cruz,CA,95062,SANTA CRUZ
Live Oak Fl Farmers Market,206,Haines St.,,Live Oak,FL,32060,SUWANNEE
Livermore Downtown Farmers Market,2144,2nd St,,Livermore,CA,94550,ALAMEDA
Livingston Farmers Market,229,River Dr,,Livingston,MT,59047,PARK
Lloyd Farmers Market,800,Ne Holladay St,,Portland,OR,97232,MULTNOMAH
"Local Environmental Agriculture Project, Inc.",1327,Grandin Rd SW,,Roanoke,VA,24015,ROANOKE CITY
"Local Environmental Agriculture Project, Inc.",1210,Patterson Ave Sw,,Roanoke,VA,24016,ROANOKE CITY
Local Food Hub Market,221,Hillsdale Drive,,Charlottesville,VA,22901,ALBEMARLE
Local Foods Plymouth,79,Highland St,,Plymouth,NH,03264,GRAFTON
Local Homestead Products LLC,2425,Marston Rd,,New Windsor,MD,21776,CARROLL
Lockport Community Farmers Market,57,Canal St,,Lockport,NY,14094,NIAGARA
Lockport Community Winter Farmers Market,140,South St,,Lockport,NY,14094,NIAGARA
Lodi Certified Farmers Market,35,S School St,,Lodi,CA,95240,SAN JOAQUIN
Logan County Farmers Market,142,W Chillicothe St,Public Parking Lot,Bellefontaine,OH,43311,LOGAN
Logan Square Farmers Market,3029,N Rockwell St,,Chicago,IL,60618,COOK
Logan Square Farmers Market,3107,W Logan Blvd,,Chicago,IL,60647,COOK
Lomita Farmers Market,24300,Narbonne Ave,,Lomita,CA,90717,LOS ANGELES
Lone Tree Entertainment District,9355,Park Meadows Dr,,Lone Tree,CO,80124,DOUGLAS
Long Family Markets,163,Staffordboro Blvd,,Stafford,VA,22556,STAFFORD
Longmont Farmers Market,9595,Nelson Rd,,Longmont,CO,80501,BOULDER
Lorton Farmers Market/Arcadia Foods Inc,8990,Lorton Station Blvd,,Lorton,VA,22079,FAIRFAX
Los Alamos Farmers Market LACDC,2200,Trinity Drive,,Los Alamos,NM,87544,LOS ALAMOS
Los Altos Farmers' Market,220,State Street,Between 2nd And 3rd St.,Los Altos,CA,94022,SANTA CLARA
Los Gatos Farmers Market,1,N. Santa Cruz Ave & Main St,Town Park Plaza,Los Gatos,CA,95030,SANTA CLARA
Los Lunas Farmers Market,3447,Lambros Loop,,Los Lunas,NM,87031,VALENCIA
Louisville Farmers' Market,824,Front St,,Louisville,CO,80027,BOULDER
"Love, Linda Vista Farmers Market",6939,Linda Vista Rd,,San Diego,CA,92111,SAN DIEGO
Loveland Farmers' Market,205,Broadway St,,Loveland,OH,45140,CLERMONT
Lovely Ladies Watermelons,3,Oliver Rd,,Delhi,LA,71232,RICHLAND
Lovetwo Eat Farm Store,417,Smokey Hollow Rd,,East Waterford,PA,17021,JUNIATA
Low-line Market,3410,N Southport Ave,,Chicago,IL,60657,COOK
Lu's Flowers And Vegetables,2256,Rosedale Rd,,Fremont,NE,68025,DODGE
Lubber Run Farmers Market,4401,N Henderson Rd,,Arlington,VA,22203,ARLINGTON
Lubbock Downtown Farmers Market,1824,Buddy Holly Ave,,Lubbock,TX,79401,LUBBOCK
Ludington Farmer's Market,,N James Street Plaza,,Ludington,MI,49431,MASON
Ludlow Farmers Market Inc,53,Main St,,Ludlow,VT,05149,WINDSOR
LushAcres Farm,1875,W Maple St Ext,,Clinton,SC,29325,LAURENS
Lutheran Services in Iowa,3200,University Ave,,Des Moines,IA,50311,POLK
Luverne Farmers Market,209,South Redbird Road,,Luverne,MN,56156,ROCK
Lynchburg Community Market,1219,Main St,,Lynchburg,VA,24504,LYNCHBURG
Lynden Farmers Market,319,Grover St,,Lynden,WA,98264,WHATCOM
Lynwood Farmers Market,11330,Bullis Rd,,Lynwood,CA,90262,LOS ANGELES
Lyons Falls Alive Farmers Market,6904,Laura St,,Lyons Falls,NY,13368,LEWIS
Lyons Farmers Market,54,Broad St,,Lyons,NY,14489,WAYNE
M&M Farmers Market,1401,8th Ave,,Menominee,MI,49858,MENOMINEE
Mableton Farmers Market,5239,Floyd Rd SW,Mable House Barnes Amphitheatre parking,Mableton,GA,30126,COBB
Madeira Farmers Market,Dawson,Road At Miami Avenue,,Cincinnati,OH,45243,HAMILTON
Madison County Public Health,306,Lafayette St,,London,OH,43140,MADISON
Madrona Farmers Market,1126,Martin Luther King Jr Way,,Seattle,WA,98122,KING
Magnolia Farmers Market,2550,34th Ave W,,Seattle,WA,98199,KING
Mahalo Market,4531,Kuamoo Rd,,Kapaa,HI,96746,KAUAI
Main St Farmers Market,522,W Main St,,Chattanooga,TN,37408,HAMILTON
Main Street Delaware Farmers Market,1-55,Sandusky Street,(on The City Sidewalk),Delaware,OH,43015,DELAWARE
Main Street Farmer's Market,202,E Main St,,Chanute,KS,66720,NEOSHO
Main Street Farmer's Market,1030,Main St,,Honesdale,PA,18431,WAYNE
Main Street Farmers Market,505,Macon Ave,,Canon City,CO,81212,FREMONT
"Main Street Farmers Market, Inc.",139,S Main St,,Washington,PA,15301,WASHINGTON
Main Street Farmers' Market,385,Main St,,Placerville,CA,95667,EL DORADO
Main Street Joplin Dba Downtown Joplin Alliance,931,E 4th St,,Joplin,MO,64801,JASPER
Main Street Market,,57th Old Wadsworth,Olde Town Square,Arvada,CO,80002,JEFFERSON
Main Street Market,11,S Front St,,Franklinton,NC,27525,FRANKLIN
Main Street Monroe Farmers Market,1016,16th Ave,,Monroe,WI,53566,GREEN
Main Street Morrilton Farmers' Market,100,E Commerce St,,Morrilton,AR,72110,CONWAY
Main Street Steamboat Farmer's Market,7th St,Yampa,,Steamboat Springs,CO,80487,ROUTT
Mainstreet Roswell Farmers And Growers Market,400,N Main St,,Roswell,NM,88201,CHAVES
Mainstreet Shelbyville,18,N Harrison St,,Shelbyville,IN,46176,SHELBY
Make Someone Happy,2862,St Bonaventure Dr,,Merced,CA,95348,MERCED
Makuu Farmers Market Co.,15-2131,Keaau Pahoa Rd,,Pahoa,HI,96778,HAWAII
Mancelona Farmers Market,105,N Williams St,,Mancelona,MI,49659,ANTRIM
Manchester Farmers Market,121,W Main St,,Manchester,GA,31816,MERIWETHER
Manchester Farmers' Market,5119,Main St,,Manchester Center,VT,05255,BENNINGTON
Mancos Valley Farmers Market,150,Grand Ave.,Boyle Park,Mancos,CO,81328,MONTEZUMA
Manhattan Beach Farmers' Market,451,Manhattan Beach Blvd,Metlox Plz,Manhattan Beach,CA,90266,LOS ANGELES
Manhattan Farmers Market,101,W Main St,,Manhattan,MT,59741,GALLATIN
Manistee Farmers Market,260,Saint Marys Pkwy,,Manistee,MI,49660,MANISTEE
Mankato Farmers' Market,1895,Adams St,,Mankato,MN,56001,BLUE EARTH
MANNING FARMERS MARKET,21,E Boyce St,,Manning,SC,29102,CLARENDON
Manzanita Farmers Market,36465,Highway 101 N,,Nehalem,OR,97131,TILLAMOOK
Maple Grove Farmers Market,12951,Weaver Lake Rd,,Maple Grove,MN,55369,HENNEPIN
Maple Valley Farmers Market,25719,Maple Valley Black Diamond Rd Se,,Maple Valley,WA,98038,KING
Mar Vista Farmers' Market,3900,Grand View Blvd,,Los Angeles,CA,90066,LOS ANGELES
Marblehead Farmers' Market,217,Pleasant St,,Marblehead,MA,01945,ESSEX
Marigold Market,115,Parkview Rd,,Winterville,GA,30683,CLARKE
Marilyn Miller Farmers Market,1700,Churn Creek Rd,,Redding,CA,96002,SHASTA
Marin Farmers Market/Ag Institute of Marin,3501,Civic Center Drive,,San Rafael,CA,94903,MARIN
Marina Del Rey Farmers' Market,#11,Parking Lot,,Marina Del Rey,CA,90292,LOS ANGELES
Marina Farmers Market,215,Reservation Rd.,,Marina,CA,93933,MONTEREY
Marinette Artisan And Farm Market,1607,Main St,,Marinette,WI,54143,MARINETTE
Marion Farmer's Market,507,W Main St,,Marion,IL,62959,WILLIAMSON
Marion Ohio Market,164,S Main St,,Marion,OH,43302,MARION
Marion Regional Farmers Market,,Corner Of Commerce And Cherry Streets,Town Square Parking Lot,Marion,VA,24354,SMYTH
Marion Tailgate Market,67,W Henderson St,City owned Parking Lot,Marion,NC,28752,MCDOWELL
Mariposa Certified Farmers Market,5029,Stroming Rd,,Mariposa,CA,95338,MARIPOSA
Market At Dothan Llc,1300,Montgomery Hwy,,Dothan,AL,36303,HOUSTON
Market At Innovation Barn,932,Seigle Ave,,Charlotte,NC,28205,MECKLENBURG
Market at McCrory,218,N Edmonds Ave,,McCrory,AR,72101,WOODRUFF
Market at the Square,400,S Vine St,,Urbana,IL,61801,CHAMPAIGN
Market Central,522,2nd St SE,,Charlottesville,VA,22902,CHARLOTTESVILLE
Market Day At Marin City Senior Center,640,Drake Ave,,Sausalito,CA,94965,MARIN
Market In The Valley,7800,Golden Valley Rd,,Minneapolis,MN,55427,HENNEPIN
Market On Center,400,N 100 W,,Moab,UT,84532,GRAND
Market On Madison,314,W Madison St,,Dublin,GA,31021,LAURENS
Market On Main,322,W Main St,,Ionia,MI,48846,IONIA
Market On Main,118,Main Street,,Lock Haven,PA,17745,CLINTON
Market On Maple,100,N Maple Ave,,Manteca,CA,95336,SAN JOAQUIN
Market On The Green,105,Norton Park Dr,,Columbus,OH,43213,FRANKLIN
Market on the Green,,Village Green,,Woodstock,VT,05091,WINDSOR
Market On The Mohawk,1,Bridge St,,Amsterdam,NY,12010,MONTGOMERY
Market Square Farmer's Market,303,S Scales St,,Reidsville,NC,27320,ROCKINGHAM
MARKET SQUARE FARMERS MARKET,1,Market Sq,,Knoxville,TN,37902,KNOX
Market Umbrella at Ochsner,2614,Jefferson Hwy,,New Orleans,LA,70121,JEFFERSON
Marketfest,970,Jefferson St N,,Lewisburg,WV,24901,GREENBRIER
Marlborough Farmers Market,19,Weed St,,Marlborough,MA,01752,MIDDLESEX
Marlette Farmers Market,3048,Main St,,Marlette,MI,48453,SANILAC
Marquette Downtown Development Authority,112,S Third St,,Marquette,MI,49855,MARQUETTE
Mars Hill Farmers And Artisans Market,50,College St,,Mars Hill,NC,28754,MADISON
Marshall Area Farmer's Market,125,W Green St,,Marshall,MI,49068,CALHOUN
Marshall Farmers Market,200,S A St,,Marshall,MN,56258,LYON
Marshall Hospital Farmers' Market,1100,Marshall Way,,Placerville,CA,95667,EL DORADO
Marshalltown Farmer's Market,108,N 2nd St,,Marshalltown,IA,50158,MARSHALL
Marshfield Farmers Market,900,W Washington St,,Marshfield,MO,65706,WEBSTER
Marshfield Farmers' Market,140,Main St,,Marshfield,MA,02050,PLYMOUTH
Martinez Farmers' Market,700,Main St,,Martinez,CA,94553,CONTRA COSTA
Martinsburg Farmers Market,101,W King St,,Martinsburg,WV,25401,BERKELEY
Martinsville Uptown Farmer's Market,65,W Main St,,Martinsville,VA,24112,MARTINSVILLE
MASSENA FARMERS MARKET/GardenShare,,Danforth Place,,MASSENA,NY,13662,ST LAWRENCE
Mattapan Farm Stand,1613,Blue Hill Ave,,Mattapan,MA,02126,SUFFOLK
Mattapan Square Farmers Market,882,Cummins Highway,Parking Lot #14,Mattapan,MA,02126,SUFFOLK
Matthews Community Farmers' Market,188,N Trade St,,Matthews,NC,28105,MECKLENBURG
Maywood Veggie Rx,33,Legion St,,Maywood,IL,60153,COOK
Mcallen Farmers Market,4001,N 23rd St,,McAllen,TX,78504,HIDALGO
Mccormick Farmers' Market,206,N Main St,,McCormick,SC,29835,MCCORMICK
Mccormick Place,3005,McCormick Ave,,Fort Wayne,IN,46803,ALLEN
Mccormick Place Market  FM,2811,Mccormick Ave,,Fort Wayne,IN,46803,ALLEN
McGolrick Park's Down to Earth Farmers Market,,Russell St,,Brooklyn,NY,11222,KINGS
Mckinleyville Certified FM-North Coast Growers Asn,2165,Central Ave,,McKinleyville,CA,95519,HUMBOLDT
Mcladke Orchards,350,Old Oak Dr,,Seneca,SC,29678,OCONEE
Mcminnville Farmers' Market,Cowls St,Between 2nd And 3rd,,Mcminnville,OR,97128,YAMHILL
Meadville Market House,910,Market St,,Meadville,PA,16335,CRAWFORD
Mease Meats Inc,125,Mahanoy Ave,,Tamaqua,PA,18252,SCHUYLKILL
Mease Meats Inc.,68,Saw Mill Rd,,Pine Grove,PA,17963,SCHUYLKILL
Medford Square Market II Inc - Farmers Market,2501,Mystic Valley Parkway,,Medford,MA,02155,MIDDLESEX
Medicine Root Farmer's Market,39,Wakpala Ave,,Kyle,SD,57752,OGLALA LAKOTA
Medina County Farmers Market,,Public Sq & Liberty St,,Medina,OH,44256,MEDINA
Meghann's Market,701,W Main St,,Eastland,TX,76448,EASTLAND
"Meigs County Farmers Market, LLC",0000,E Main Street,Pomeroy Levee Parking Lot,Pomeroy,OH,45769,MEIGS
Melba Valley Farmers Market,115,Base Line Rd,,Melba,ID,83641,CANYON
Melrose CFM,8400,Melrose Ave,,West Hollywood,CA,90069,LOS ANGELES
Melrose Farmers Market,,W Emmerson St,Bowden Park,Melrose,MA,02176,MIDDLESEX
Memphis Farmers Market,540,S Front St,,Memphis,TN,38103,SHELBY
Mendocino Farmers Market,,Howard Street,Between Main St. And Albion St.,Mendocino,CA,95460,MENDOCINO
Menifee County Farmers Market,140,Main St,,Frenchburg,KY,40322,MENIFEE
Menominee Historical Downtown Farmers Market Assn,1801,8th Ave,,Menominee,MI,49858,MENOMINEE
Mental Health Center Of Denver,3401,Eudora St,,Denver,CO,80207,DENVER
Mercadito Roseland Farmers' Market,777,Sebastopol Rd,,Santa Rosa,CA,95407,SONOMA
Mercado Del Norte,120,Spruce St,,Del Norte,CO,81132,RIO GRANDE
Merced County Certified Farmers Market,16th st,Corner Of 16th St & Canal,,Merced,CA,95341,MERCED
Mercer County Tailgate Produce Market Incorporated,1397,Stafford Dr,,Princeton,WV,24739,MERCER
Mercy,4001,J St,,Sacramento,CA,95819,SACRAMENTO
Meriden's Farmers Market,15,Mill St,,Meriden,CT,06450,NEW HAVEN
Meridian Main Street Market,33,E Broadway Ave,,Meridian,ID,83642,ADA
Meridian Township Farmers Market,5151,Marsh Rd,,Okemos,MI,48864,INGHAM
Merrill Area Farmers Market,600,N Center Ave,,Merrill,WI,54452,LINCOLN
Merrimack Cty Conserv Dist 3 -Danbury Farmers Mark,15,North Rd,,Danbury,NH,03230,MERRIMACK
Merrimack Cty Conserv Dist-Concord Farmers Market,,Capital St,Next to the State House Plaza,Concord,NH,03301,MERRIMACK
Mesa Farmers Market And Flea,526,W Main St,,Mesa,AZ,85201,MARICOPA
Mesa Verde Community Farmers Market,7900,Marquette Ave NE,,Albuquerque,NM,87108,BERNALILLO
Metcalfe County Farmers Market,422,East St,,Edmonton,KY,42129,METCALFE
Methow Valley Farmers Market,201,State Route 20,,Twisp,WA,98856,OKANOGAN
Metro Denver Farmers' Market,8501,West Bowles,,Littleton,CO,80123,JEFFERSON
Metro Tech High School Farmers Market,1900,W Thomas Rd,,Phoenix,AZ,85015,MARICOPA
Metropolitan Farmers Market,215,E 99th St,,New York,NY,10029,NEW YORK
Michigan City Farmers Market,8th,And Washington Streets,,Michigan City,IN,46360,LA PORTE
Mid-cape Market,125,SW 3rd Pl,,Cape Coral,FL,33991,LEE
Midcity Farmers Market,3700,Orleans Ave,,New Orleans,LA,70119,ORLEANS
Middlebury Farmers Market,530,Exchange St,,Middlebury,VT,05753,ADDISON
Middletown Farmer's Market,0,Main  Street,,Middletown,CT,06457,MIDDLESEX
Middletown Farmers Market,21056,Washington St,,Middletown,CA,95461,LAKE
Midland Area Farmers Market,825,E Main St,,Midland,MI,48640,MIDLAND
Midtown Farmers Market,6655,Delmar Blvd,,Saint Louis,MO,63130,ST LOUIS
Midtown Farmers Market,3032,Minnehaha Ave,,Minneapolis,MN,55406,HENNEPIN
Midtown Farmers' Market EBT Association,1050,20th St,,Sacramento,CA,95811,SACRAMENTO
Midtown Ventura Certified Farmers' Market,3301,E. Main Street,Pacific View Mall,Ventura,CA,93003,VENTURA
Midway Farmers Market,196 W,Main St.,,Midway,UT,84049,WASATCH
Milan Farmers Market,1109,W Front St,,Milan,TN,38358,GIBSON
"Military Avenue, Inc. Market On Military",1535,W Mason St,,Green Bay,WI,54303,BROWN
Milk Lady Markets,16501,Redland Rd,,Derwood,MD,20855,MONTGOMERY
Milkbone Meats,1200,E Highland Ave,,Rocky Mount,NC,27801,EDGECOMBE
Mill City Farmers Market,704,S 2nd St,,Minneapolis,MN,55401,HENNEPIN
Mill Village Ministries,1186,Pendleton St,,Greenville,SC,29611,GREENVILLE
Miller Beach Farmers Market,667,S Lake St,,Gary,IN,46403,LAKE
Millerton Farmer's Market,6,Dutchess Ave,,Millerton,NY,12546,DUTCHESS
Mills River Farmers' Market,94,School House Rd,Mills River Elementary School,Mills River,NC,28759,HENDERSON
"Millville Community Market, Inc.",6715,Mccracken Pike,,Frankfort,KY,40601,WOODFORD
Millville Farmers Market,301,Maple Ave,,Panama City,FL,32401,BAY
Millwood Farmers Market,9103,E Frederick Ave,,Millwood,WA,99206,SPOKANE
Milpitas Farmers' Market,882,Great Mall Dr,,Milpitas,CA,95035,SANTA CLARA
Milton Farmers Market,1,Wharf St,,Milton,MA,02186,NORFOLK
Milton Farmers Market,259,Route 7 S,,Milton,VT,05468,CHITTENDEN
Milwaukie Sunday Farmers Market,10722,SE Main St,,Milwaukie,OR,97222,CLACKAMAS
Mineral Farmer's Market,81,Louisa Ave,,Mineral,VA,23117,LOUISA
Minneapolis Lyndale Farmers Market,312,E Lyndale Ave N,,Minneapolis,MN,55405,HENNEPIN
Minnesota Ave Farmers Market,3924,Minnesota Ave NE,,Washington,DC,20019,DIST OF COLUMBIA
Minnetonka Farmers Market,14600,Minnetonka Blvd,,Minnetonka,MN,55345,HENNEPIN
Minnetrista Farmers Market,301,W Saint Joseph St,,Muncie,IN,47303,DELAWARE
Miranda Certified Farmers' Market,6685,Avenue Of The Giants,,Miranda,CA,95553,HUMBOLDT
Mission Community Market,84,Bartlett St,,San Francisco,CA,94110,SAN FRANCISCO
Mississippi Minority Farmers Alliance,30010,Okolona Rd,Sheperd Dr. E,Okolona,MS,38860,CHIKASAW
Missoula Farmers Market,110,W Alder St,,Missoula,MT,59802,MISSOULA
Missoula Valley Winter Market,2901,Brooks St,,Missoula,MT,59801,MISSOULA
Missoula Valley Winter Market,705,S Higgins Ave,,Missoula,MT,59801,MISSOULA
Misty Valley Farms,212,Watts Colony St,,Jackson,OH,45640,JACKSON
Mk Farmers Market,1,Kirby Plazza,South Moger Parking Lot,Mount Kisco,NY,10549,WESTCHESTER
Modesto Certified Farmers' Market,,16th St,16th St. between H&I Sts.,Modesto,CA,95354,STANISLAUS
Moffitt-toolan Family Farm Store,155,S Recreation Rd,,Wilkesboro,NC,28697,WILKES
Moho Market,190,E 2nd S,,Mountain Home,ID,83647,ELMORE
Molalla Farmers Market,523,E Main St,,Molalla,OR,97038,CLACKAMAS
Molino De La Isla Organics LLC,33,County Road B51,,Pecos,NM,87552,SAN MIGUEL
Moloa'a Aina Center,6180,Koolau Road,,Kilauea,HI,96754,KAUAI
Moncks Corner Farmers Market,418,E Main St,,Moncks Corner,SC,29461,BERKELEY
Monday Hospital Market,880,Oak Street,,Salem,OR,97302,MARION
Monona Farmers Market,,East Broadway,Ahuska Park,Monona,WI,53716,DANE
Monroe County Farmers' Market,20,E Willow St,,Monroe,MI,48162,MONROE
Monroe Farmers Market,110,Court St,,Monroe,GA,30655,WALTON
Monroe Farmers Market,1,Galaxy Way,,Monroe,WA,98272,SNOHOMISH
Monroe Farmers Market,610,Monroe St/courthouse Square,,Stroudsburg,PA,18360,MONROE
Monroe Street Farmers Market,716,Monroe St NE,,Washington,DC,20017,DIST OF COLUMBIA
Monroe Street Farmers Market,2219,Monroe St,,Madison,WI,53711,DANE
Monroeville Farmers Market,2399,Monroeville Rd,Tillbrook,Monroeville,PA,15146,ALLEGHENY
Monrovia Farmers Market And Street Fair,800,S Myrtle Ave,,Monrovia,CA,91016,LOS ANGELES
Montague Farmers Market,283,Church,,Montague,MI,49437,MUSKEGON
Montavilla Farmers Market,7600,SE Stark St,,Portland,OR,97215,MULTNOMAH
Montclair Farmers' Market,86,Walnut Street,Walnut Street Train Station,Montclair,NJ,07042,ESSEX
Monterey Bay Certified Farmers Market,6500,Soquel Drive,,Aptos,CA,95003,SANTA CRUZ
Monterey Bay Cfm At Mpc,1410,Del Monte Ctr,,Monterey,CA,93940,MONTEREY
Monterey Park Certified Farmers Market,1950,Wilcox Ave,,Monterey Park,CA,91755,LOS ANGELES
"Montgomery County Farmers Market Association, Inc.",153,S Maysville St,,Mount Sterling,KY,40353,MONTGOMERY
Montgomery Farmers' Market Llc,9609,Montgomery Rd,,Montgomery,OH,45242,HAMILTON
Montgomery Friends Of Open Space Farmers' Market,1378,Route 206s,Village Shoppes,Skillman,NJ,08553,SOMERSET
Monticello Farmers Market,200,W 6th St,,Monticello,MN,55362,WRIGHT
Monticello Farmers-artisans Market,157,S Main St,,Monticello,UT,84535,SAN JUAN
Montour Falls Farmers Market,,Fireman's Field,State Route 224,Montour Falls,NY,14865,SCHUYLER
Montrose Farmers Market,11,S Uncompahgre,Centennial Plaza,Montrose,CO,81401,MONTROSE
Montrose Harvest Market,2300,Honolulu Ave,,Montrose,CA,91020,LOS ANGELES
"Mood's Farm Market, Llc",901,Bridgeton Pike,,Mullica Hill,NJ,08062,GLOUCESTER
Moore County Farmers Market,205,SE Broad St,,Southern Pines,NC,28387,MOORE
Moore Square Market,333,Fayetteville St,Ste 1150,Raleigh,NC,27601,WAKE
Moraga Farmers Market,1441,Moraga Way,,Moraga,CA,94556,CONTRA COSTA
Moreland Farmers Market,1400,SE Bybee Blvd,,Portland,OR,97202,MULTNOMAH
Moreno Valley Certified Farmers Market,26520,Cactus Ave,,Moreno Valley,CA,92555,RIVERSIDE
Morgan County Farmers Market,460,S Main St,,Martinsville,IN,46151,MORGAN
Morgan Hill Farmers Market,17300,Depot St,,Morgan Hill,CA,95037,SANTA CLARA
Morganton Farmers Market,300,Beach St,,Morganton,NC,28655,BURKE
Morgantown Farmers Market Growers Association,400,Spruce St,,Morgantown,WV,26505,MONONGALIA
Morning Star Farm,915,Gravel Ln,,Adams,TN,37010,MONTGOMERY
Morning Star Marketplace,5309,Lincoln Hwy W,,Thomasville,PA,17364,YORK
Morningside Farmers Market,1411,N Morningside Dr NE,,Atlanta,GA,30306,FULTON
MORNINGSIDE PARKS DOWN TO EARTH FARMERS AMRKET,,110TH ST at MANHATTAN AVE,,NEW YORK,NY,10026,NEW YORK
Morris Area Farmers Market,102,E 6th St,,Morris,MN,56267,STEVENS
Morrisville Farmers Market,,Portland Street,,Morrisville,VT,05661,LAMOILLE
Morro Bay Market,2650,Main St,,Morro Bay,CA,93442,SAN LUIS OBISPO
Motherlode Exchange,1324,Jackson Gate Rd,,Jackson,CA,95642,AMADOR
Mount Clemens Farmers Market,125,Macomb Pl,,Mount Clemens,MI,48043,MACOMB
Mount Clemens Farmers Market,141,N. River Rd,,Mount Clemens,MI,48043,MACOMB
Mount Holly Farmer's Market,226,S Main St,,Mount Holly,NC,28120,GASTON
Mount Hope Farmers Market,250,Metacom Ave,,Bristol,RI,02809,BRISTOL
Mount Pleasant Farmers Market,3210,Mount Pleasant St NW,,Washington,DC,20010,DIST OF COLUMBIA
Mount Union Farmers Market,10,N Jefferson St,,Mount Union,PA,17066,HUNTINGDON
MOUNT VERNON FARMERS MARKET,509,Main St,,Mount Vernon,WA,98273,SKAGIT
Mount Vernon Farmers' Market,1,Public Sq,,Mount Vernon,OH,43050,KNOX
Mount Vernon Triangle,1025,5th St Nw,,Washington,DC,20001,DIST OF COLUMBIA
Mountain Fresh Farmers Market,1,South 1st St.,,Oakland,MD,21550,GARRETT
Mountain Fresh Farmers Market,102,Town Park Lane,,Oakland,MD,21550,GARRETT
"Mountain Lakes Organic Co-op, Llc",10,Vale Dr,,Mountain Lakes,NJ,07046,MORRIS
Mountain View Farmers Market,600,W Evelyn Ave,,Mountain View,CA,94041,SANTA CLARA
Mt Vernon Farmers Market/Arcadia Foods Inc,2501,Sherwood Hall Ln,,Alexandria,VA,22306,FAIRFAX
